pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount
40.751603,-73.974497,40.851566999999996,-73.934927,25.5
40.755886,-73.97151,40.801173,-73.968067,15.3
40.758853,-73.985427,40.774497,-73.872907,34.67
40.727498,-73.97954200000001,40.730088,-73.999315,9.7
40.739582,-74.002113,40.791899,-73.971918,13.7
40.736011,-73.98543000000001,40.724802000000004,-73.982501,6.5
40.741890000000005,-73.996148,40.739425,-73.992202,5.0
40.713436,-74.009137,40.723428000000006,-74.00282299999999,4.5
40.731677000000005,-74.003985,40.723512,-73.999765,4.9
40.7675,-73.96620300000001,40.77424,-73.980915,7.0
40.753019,-74.003919,40.735362,-73.992368,7.3
40.715882,-74.004736,40.705141,-74.017723,7.5
40.750575,-73.991467,40.741547,-73.98575,8.5
40.750840000000004,-73.970323,40.724862,-73.99839200000001,16.5
40.72343826293945,-73.97927856445312,40.7469482421875,-74.00460815429686,11.5
40.779335021972656,-73.95479583740234,40.780086517333984,-73.94493103027344,5.0
40.723411,-73.99578100000001,40.71895,-74.005004,6.9
40.730767,-74.00163,40.737533,-73.997112,3.7
40.768941999999996,-73.955118,40.761887,-73.963495,6.9
40.771838,-73.977788,40.778113,-73.9662,10.1
40.745287,-73.9828,40.702935,-74.01425,16.5
40.795584999999996,-73.961933,40.764817,-73.962253,15.07
40.736569,-73.996601,40.744322,-73.982152,7.7
40.73121,-74.006662,40.825588,-73.92594,24.9
40.764342,-73.988425,40.745752,-74.001642,7.0
40.735087,-73.994128,40.751461,-73.986393,8.5
40.763717,-73.97383,40.771522,-73.98942,5.7
40.702272,-74.01335999999999,40.709245,-74.01699,5.0
40.790813,-73.95371,40.777676,-73.957015,8.5
40.705166999999996,-74.00972800000001,40.749307,-73.970897,17.0
40.828531,-73.950688,40.80814,-73.964101,8.0
40.749482,-73.995387,40.748740999999995,-73.975789,12.0
40.746485,-73.917399,40.763836,-73.97375600000001,12.5
40.730495,-73.990815,40.751084999999996,-73.978337,7.5
40.732547,-74.00744300000001,40.742312,-73.991112,6.9
40.74495315551758,-73.9887466430664,40.74422073364258,-73.99568176269531,5.0
40.730979,-74.00113499999999,40.76463,-73.984424,10.5
40.764533,-73.96888100000001,40.748956,-73.985311,7.7
40.77426528930664,-73.9810562133789,40.78067398071289,-73.95904541015625,11.0
40.751271,-73.99282600000001,40.742432,-73.982786,5.7
40.775802,-73.946852,40.760703,-73.96434,9.0
40.783282,-73.950655,40.769802,-73.984365,13.5
40.765277000000005,-73.976512,40.778052,-73.977672,7.5
40.752122,-73.984977,40.757982,-74.000925,9.0
40.72368240356445,-73.97920989990234,40.71139526367188,-74.01746368408203,14.0
40.722588,-73.983052,40.733738,-73.988022,5.7
40.739571999999995,-74.002581,40.760682,-73.99458,10.0
40.761447,-73.993452,40.759617999999996,-73.979662,5.7
40.761643,-73.97070500000001,40.727647,-73.99283299999999,9.7
40.751369,-73.974492,40.703364,-74.01058499999999,14.1
40.76318,-73.991607,40.76239,-73.982718,7.7
40.74732,-74.035839,40.74732,-74.035839,52.0
40.732177,-74.00766999999999,40.758932,-73.974663,11.3
40.725659,-73.986681,40.754504,-73.977068,8.5
40.790852,-73.965315,40.766375,-73.978195,12.9
40.765883,-73.972195,40.761951,-73.96794200000001,9.5
40.748357,-73.982272,40.763877,-73.969325,9.0
40.735262,-73.99179699999999,40.748697,-73.975915,10.0
40.787772,-73.95331,40.719772,-73.944352,35.0
40.77308,-73.96083,40.774907,-73.978372,9.0
40.743883000000004,-73.97339000000001,40.766063,-73.954021,17.0
40.74308,-74.00012199999999,40.734233,-74.00615,6.1
40.716487,-73.961598,40.674963,-73.960417,14.5
40.761268,-73.966957,40.765535,-73.967912,3.7
40.774105,-73.872862,40.764393,-73.97059300000001,32.5
40.739527,-73.995083,40.726264,-73.999599,5.3
40.750142,-73.972018,40.73622,-74.006008,11.5
40.741569,-73.993701,40.748834,-73.987999,4.0
40.7575,-73.966473,40.745051000000004,-73.993336,10.5
40.773748,-73.87082,40.7003,-73.808317,17.7
0.0,0.0,0.0,0.0,8.0
40.763378,-73.971696,40.776598,-73.962035,5.0
40.729325,-73.98721,40.697207,-73.931985,19.0
40.717977000000005,-73.98849200000001,40.737407,-73.97818000000001,8.0
40.72165,-73.986588,40.717166999999996,-74.00800500000001,7.3
40.774807,-73.98213,40.789645,-73.97358299999999,6.5
40.733692,-74.002843,40.728590000000004,-73.987882,8.0
40.676052,-73.983837,40.723145,-74.002522,16.5
40.7526,-73.977023,40.643783,-73.79030999999999,49.57
40.737722999999995,-73.988006,40.766095,-73.965699,10.5
40.75909,-73.9882,40.86861,-73.923683,22.5
40.771227,-73.94747199999999,40.760272,-73.981832,11.5
40.748022999999996,-73.984723,40.757891,-73.977245,12.5
40.785607,-73.950305,40.789532,-73.943587,5.5
40.747911,-73.980735,40.761998,-73.97053000000001,6.5
40.75542831420898,-73.99698638916014,40.802101135253906,-73.95319366455078,16.5
40.73310089111328,-74.00344848632812,40.70721435546875,-74.00800323486328,9.0
40.768003,-73.9578,40.763391999999996,-73.981712,8.9
40.746697,-73.983735,40.772219,-73.954411,10.9
40.729782,-73.98103,40.752803,-73.993011,8.9
40.774034,-73.963115,40.760822999999995,-73.975251,8.5
40.759027,-73.962458,40.753397,-73.986199,17.0
40.720855,-74.003848,40.668304,-73.98098,12.5
40.762062,-73.982265,40.675135,-73.76855,52.5
40.745546999999995,-74.005677,40.794295,-73.962663,16.0
40.74728012084961,-73.98548889160156,40.74076843261719,-74.00767517089844,8.0
40.785633000000004,-73.950972,40.720302000000004,-74.01024,17.3
40.711253,-74.00844000000001,40.731078000000004,-74.001313,5.7
40.7420654296875,-73.98091125488281,40.75165557861328,-73.97698974609375,5.5
40.762091,-73.974938,40.706195,-74.003309,16.5
40.680558000000005,-73.980755,40.726788,-73.98911,12.9
40.739058,-73.99124499999999,40.76768,-73.992972,10.1
40.730416999999996,-73.992583,40.740247,-74.005352,9.5
40.749027000000005,-73.979872,40.757498,-73.97655300000001,4.5
40.764009,-73.971541,40.755971,-73.975937,6.5
40.72149658203125,-74.0010986328125,40.6530647277832,-73.95943450927734,21.5
40.759095,-73.975189,40.76761,-73.98051,8.0
40.739779999999996,-74.00301800000001,40.733090999999995,-73.99153299999999,4.9
40.750049,-73.991037,40.75193,-73.980438,5.7
40.768018,-73.949477,40.733022,-74.003118,15.3
40.758864,-73.992214,40.722718,-73.9938,14.9
40.727087,-73.999998,40.735602,-73.992448,7.0
40.770005,-73.86389100000001,40.705533,-74.007246,35.5
40.78676,-73.954598,40.768112,-73.966013,8.5
40.751193,-73.99414300000001,40.759741999999996,-73.988897,4.5
40.768364,-73.982279,40.762939,-73.985968,4.1
40.781003999999996,-73.98149599999999,40.738813,-73.99592,11.7
40.746099,-73.99772800000001,40.829451,-73.94765600000001,23.0
40.762498,-73.982357,40.755345,-73.97321,5.7
40.769178000000004,-73.96706999999999,40.778209999999994,-73.954895,5.3
40.77595901489258,-73.94402313232422,40.78507995605469,-73.95504760742188,10.5
40.774001,-73.982095,40.787110999999996,-73.975373,4.9
40.766992,-73.98353,40.779708,-73.986255,6.5
40.729203999999996,-73.981154,40.748509999999996,-74.007407,11.3
40.761732,-73.963511,40.739776,-73.917488,11.5
40.761844,-73.98341500000001,40.756375,-73.990414,5.3
40.733166,-74.006055,40.74553,-74.002895,5.7
40.788107000000004,-73.952198,40.774995000000004,-73.980767,8.1
40.719238,-74.008083,40.737977,-73.99831999999999,6.1
40.746573,-73.995636,40.767145,-73.984437,9.3
40.755691999999996,-73.972072,40.755727,-73.972082,4.5
40.755982,-73.99049000000001,40.75421,-73.974202,5.7
40.76542,-73.95485,40.73877,-74.00751,16.5
40.764046,-73.954462,40.729271999999995,-73.99459300000001,17.0
40.707952,-74.01278,40.760632,-73.99793199999999,24.5
40.735298,-74.005278,40.729892,-73.986698,6.1
40.729625,-74.004935,40.71741,-74.01615600000001,6.0
40.726303,-73.998488,40.726303,-73.998488,6.5
0.0,0.0,0.0,0.0,3.7
40.765577,-73.9265,40.764509999999994,-73.93789699999999,4.5
40.718621999999996,-73.987285,40.778482000000004,-73.959295,27.0
40.744495,-73.996652,40.737635,-73.980253,16.0
40.763282000000004,-73.959222,40.716935,-73.9633,16.1
40.751455,-73.97489499999999,40.783542,-73.98175400000001,15.7
40.768622,-73.863072,40.736167,-73.98214499999999,26.9
40.735496999999995,-73.989692,40.739391999999995,-73.982012,5.5
40.747961,-74.00031,40.757228999999995,-73.993636,6.0
40.717487,-74.00145,40.709785,-74.017455,7.7
40.72777,-73.985185,40.759143,-73.98060500000001,12.9
40.746577,-73.993973,40.709365000000005,-74.00506,11.3
40.807722,-73.795677,40.724365,-73.97868299999999,42.5
40.74738,-73.98637,40.744572,-73.975567,5.7
40.77854,-73.948001,40.778483,-73.958566,5.3
40.766901000000004,-73.95410799999999,40.743475,-73.984133,10.5
40.76144,-73.99400899999999,40.792574,-73.972811,7.3
40.739986,-73.99533100000001,40.736707,-73.987655,4.5
40.768633,-73.982332,40.744372,-73.983343,12.5
40.731697,-73.9952,40.780347,-73.94977,16.5
40.72664,-74.002707,40.72722,-73.991825,4.9
40.733067,-73.990953,40.725570000000005,-73.996235,4.1
40.76853,-73.985132,40.730008000000005,-74.002285,15.5
40.76557159423828,-73.97221374511719,40.73646926879883,-73.97958374023438,11.0
40.72749,-73.998287,40.735239,-73.98985400000001,4.9
40.726966,-73.98019599999999,40.77547,-73.956413,11.3
40.74643,-73.983758,40.774088,-73.963557,7.3
40.782767,-73.955268,40.794812,-73.93238199999999,14.9
40.763977000000004,-73.981942,40.773607,-73.870455,30.9
40.75238,-73.98971999999999,40.743196999999995,-74.007553,6.1
40.749905,-73.995802,40.750907,-73.99454300000001,3.3
40.754275,-73.991863,40.753213,-73.983796,4.1
40.764185,-73.973857,40.750242,-73.994435,12.0
40.754599,-73.991485,40.751692999999996,-74.00497,9.0
40.720105,-73.989142,40.720662,-73.988777,2.5
40.743287,-73.98948,40.754512,-73.965692,8.9
40.72375,-73.97899100000001,40.711855,-73.96304599999999,10.5
40.727492,-74.000552,40.719122999999996,-74.005037,5.7
40.718762,-74.002462,40.705535999999995,-74.007071,7.0
40.768466,-73.98499699999999,40.800466,-73.944564,12.0
40.75674,-73.982483,40.64691,-73.789985,49.57
0.0,0.0,0.0,0.0,8.5
40.776027,-73.947035,40.764307,-73.95549799999999,4.5
40.762802,-73.977897,40.750252,-73.99153000000001,7.3
40.754723,-73.986402,40.739247999999996,-73.998898,5.3
40.755712,-73.967425,40.734913,-73.983035,6.9
40.792648,-73.971088,40.769673,-73.968405,9.3
40.779718,-73.95966899999999,40.788413,-73.976259,6.7
40.77663,-73.979345,40.757073999999996,-73.973842,7.3
40.779967,-73.98088,40.78777,-73.95374699999999,9.0
40.738935,-74.008125,40.759953,-73.980522,13.0
40.76428,-73.988834,40.838664,-73.941405,19.0
40.765048,-73.976474,40.762986,-73.964665,5.5
40.732605,-73.99606800000001,40.761862,-73.980675,8.1
40.760752000000004,-73.97321099999999,40.788281,-73.974265,9.3
40.721235,-73.997845,40.764125,-73.98825699999999,18.0
40.766897,-73.984227,40.776037,-73.96239,12.0
40.752603,-73.96853399999999,40.742915999999994,-73.992625,7.3
40.781958,-73.95554,40.772095,-73.96219599999999,4.9
40.647040000000004,-73.789506,40.680364000000004,-73.81562199999999,16.1
40.76412,-73.978602,40.715637,-74.00885799999999,12.9
40.7761116027832,-73.96197509765625,40.77407455444336,-73.95484924316406,4.0
40.751407,-74.006636,40.765281,-73.95497900000001,15.3
40.769857,-73.954497,40.746007,-73.98431500000001,11.7
40.74132,-74.001343,40.864267,-73.928619,25.3
40.719910999999996,-73.993112,40.720723,-73.95672900000001,8.9
40.753502000000005,-73.978778,40.748146999999996,-73.973247,6.0
40.716218,-73.99578000000001,40.72078,-74.009132,6.0
40.736906,-74.003665,40.724187,-73.997843,6.5
40.74948,-73.97733000000001,40.732709,-73.987669,7.5
40.74797821044922,-74.00399017333984,40.75632858276367,-73.98319244384766,16.5
40.734655,-73.983249,40.738918,-73.99127800000001,4.9
40.766443,-73.962981,40.731434,-73.98893000000001,9.7
40.784608,-73.97935,40.808145,-73.963933,7.7
40.799103,-73.968675,40.849863,-73.935898,19.0
40.756307,-73.990057,40.834464000000004,-73.94960400000001,16.9
40.739608000000004,-74.00219799999999,40.720295,-73.987342,10.5
40.753225,-73.99633,40.766963,-73.978895,8.9
40.746454,-73.995892,40.746454,-73.995892,7.5
40.740728000000004,-74.005583,40.748705,-74.003423,5.5
40.775261,-73.964958,40.809689,-73.94966099999999,10.9
0.0,0.0,0.0,0.0,8.1
40.756242,-73.967598,40.76833,-73.953277,5.7
40.748631,-74.008134,40.780512,-73.952349,18.1
40.781298,-73.95394,40.75014,-73.994423,10.9
40.805102000000005,-73.939093,40.771995000000004,-73.956073,8.9
40.78042,-73.981627,40.734012,-74.008465,13.5
40.739438,-74.00269,40.75057,-73.994579,5.0
40.781019,-73.958749,40.778165,-73.945876,5.3
40.721226,-73.98779,40.735723,-73.992425,7.7
40.797979999999995,-73.969465,40.776767,-73.982315,9.0
40.732096999999996,-73.988568,40.742657,-73.957498,16.1
40.794345,-73.966597,40.803808000000004,-73.965682,4.9
40.749066,-73.999432,40.738264,-73.995077,5.5
40.645007,-73.781127,40.762515,-73.981802,57.33
40.771111,-73.95660600000001,40.776811,-73.977111,8.5
40.777668,-73.981932,40.809688,-73.96005799999999,9.5
40.78870010375977,-73.9531021118164,40.80590438842773,-73.95677947998048,7.5
40.745746999999994,-73.98243199999999,40.745746999999994,-73.98243199999999,6.9
40.74499,-73.99199499999999,40.729637,-73.986237,7.5
40.777013000000004,-73.988988,40.760155,-73.997445,8.1
40.738927000000004,-74.006642,40.717907000000004,-74.010828,6.1
40.759278,-73.966612,40.755462,-73.975773,5.7
40.738572,-73.987365,40.775352000000005,-73.97721800000001,14.1
40.74123,-73.989807,40.726492,-73.99391700000001,5.7
40.781061,-73.95906,40.768603999999996,-73.96206,7.0
40.722120000000004,-73.985652,40.751952,-73.970955,12.0
40.76898956298828,-73.95511627197266,40.74843978881836,-73.98423767089844,11.5
40.773703000000005,-73.870936,40.753681,-73.91426899999999,12.1
40.760414000000004,-73.958063,40.768181,-73.86144300000001,26.67
40.755362,-73.98674,40.764137,-73.995713,4.5
40.742882,-73.98455600000001,40.763551,-73.95908100000001,10.1
40.781874,-73.98101899999999,40.756597,-73.98199699999999,7.7
40.772657,-73.95166,40.721405,-74.010583,25.0
40.762828000000006,-73.97402,40.726467,-73.940839,19.0
40.753364000000005,-73.98859399999999,40.723218,-73.989319,14.0
40.721047999999996,-73.987888,40.731187,-73.983132,5.0
40.78373336791992,-73.98020935058595,40.64415740966797,-74.01134490966798,43.5
40.71009063720703,-74.01072692871094,40.722900390625,-73.99810028076173,8.0
40.754546000000005,-73.97798399999999,40.779092999999996,-73.958947,8.7
40.755915,-73.970892,40.760517,-73.966747,3.7
40.758641,-73.965723,40.855636,-73.93782399999999,20.5
40.75109481811523,-73.97489929199219,40.88187789916992,-73.9085464477539,34.0
40.774085998535156,-73.87305450439453,40.7714958190918,-73.98272705078125,52.83
40.767070000000004,-73.978945,40.783568,-73.977897,6.1
40.759192,-73.976877,40.74981,-73.991685,8.5
40.790756,-73.89317700000001,40.788483,-73.892578,20.0
40.7383,-73.985881,40.775237,-73.96499,10.5
40.645265,-73.776747,40.709035,-73.81380300000001,26.5
40.759578704833984,-73.96178436279298,40.772605895996094,-73.97894287109375,8.0
40.690409,-73.994279,40.709063,-74.016739,10.6
40.759256,-73.965372,40.752373,-73.97487,4.5
40.788979,-73.977829,40.760508,-73.967935,9.7
40.766432,-73.96861899999999,40.704591,-74.00855899999999,20.5
40.731821999999994,-73.982229,40.760162,-73.980239,9.3
40.707002,-74.005385,40.750741999999995,-73.992793,18.5
40.762738,-73.98275100000001,40.764564,-73.97835400000001,5.0
40.769985,-73.863506,40.765446000000004,-73.97582,34.0
40.75497,-73.992028,40.780157,-73.912663,23.5
40.774584999999995,-73.980909,40.779419,-73.98136,4.5
40.742177000000005,-73.985217,40.726917,-73.99998000000001,8.0
40.766177,-73.977765,40.766937,-73.977982,26.5
40.741812,-74.00482199999999,40.733577000000004,-74.007312,5.5
40.757852,-73.98795,40.749963,-73.988227,6.1
40.764695,-73.970442,40.765392,-73.961907,4.9
40.752002000000005,-73.993085,40.764829999999996,-73.980337,5.3
40.742158,-73.99096999999999,40.726729999999996,-73.977728,8.1
40.750306,-73.994718,40.728566,-73.95051099999999,20.33
40.768865000000005,-73.955282,40.776472,-73.949683,4.5
40.760515000000005,-74.002792,40.741973,-74.00441500000001,7.0
40.722568,-73.987145,40.739583,-74.005402,7.7
40.746117,-73.990575,40.751447,-74.003227,7.3
40.769064,-73.862764,40.752842,-73.984033,33.07
40.774183,-73.873068,40.762062,-73.978847,36.5
40.72039,-73.99436,40.723040000000005,-73.98577,5.0
40.775615,-73.958585,40.737611,-74.00048000000001,23.5
40.786315,-73.97985,40.774133,-73.985068,6.1
40.777432,-73.956597,40.763175,-73.980035,11.0
40.76514,-73.96826,40.774882,-73.961115,6.0
40.790141999999996,-73.975868,40.751278000000006,-74.006695,11.3
40.75103,-73.990397,40.764718,-73.981137,8.1
40.729744000000004,-74.000763,40.749159000000006,-73.974662,8.9
40.68295,-73.99784,40.676842,-73.980198,4.5
40.764745,-73.978836,40.745978,-73.984774,11.0
40.764203,-73.992108,40.762695,-73.973,8.5
0.0,0.0,0.0,0.0,8.5
40.78712,-73.978916,40.783588,-73.957307,8.1
40.738123,-73.996268,40.73617,-73.98238,6.9
40.761332,-73.971462,40.768002,-73.980797,6.0
40.760222999999996,-73.988927,40.750591,-73.991474,5.3
40.743103000000005,-73.980068,40.750228,-73.99118100000001,6.1
40.748921,-73.995776,40.764390999999996,-73.96882099999999,9.5
40.766107,-73.97941,40.750522,-74.003015,11.5
40.705242156982415,-74.01294708251955,40.74221420288085,-73.98070526123048,17.0
40.778607,-73.978002,40.788625,-73.970662,5.3
40.743784999999995,-73.99588299999999,40.767137,-73.990057,10.0
40.717887,-73.957675,40.686397,-73.942583,15.5
40.762991,-73.977757,40.779517999999996,-73.983801,6.9
40.761807,-73.986592,40.704133,-74.01065899999999,18.1
40.75117874145508,-73.9941177368164,40.7564582824707,-73.97511291503906,15.5
40.722411,-73.982334,40.755644000000004,-73.964907,10.1
40.773077,-73.955235,40.71711,-74.00795500000001,21.5
40.76668,-73.99413,40.75705,-73.98861,8.5
40.73405,-73.988883,40.724841999999995,-73.992385,7.3
0.0,0.0,0.0,0.0,2.5
40.773086,-73.958118,40.779994,-73.94694100000001,8.5
40.75779,-73.970447,40.769923,-73.969687,6.1
40.764483,-73.98109699999999,40.722037,-73.99185,14.1
40.762693,-73.9742,40.755547,-73.979824,6.0
40.783588,-73.958823,40.777533,-73.978697,8.5
40.72850036621094,-73.98793029785155,40.72747802734375,-74.00728607177734,8.0
40.75925,-73.971913,40.77216,-73.962905,5.3
40.757757,-73.978389,40.733626,-73.98044200000001,10.5
40.75881576538085,-73.97077941894531,40.74894332885742,-73.97015380859375,5.5
40.761557,-73.960853,40.748360999999996,-73.97633499999999,8.1
0.0,0.0,0.0,0.0,13.0
40.765584999999994,-73.99476,40.758697999999995,-73.996026,8.5
40.767588,-73.953316,40.757498999999996,-73.97152700000001,6.1
40.765201,-73.975224,40.728,-73.998754,12.9
40.777667,-73.979022,40.721555,-73.992172,10.0
40.745687,-74.00554699999999,40.728733,-74.011247,8.5
40.773395,-73.954665,40.776092999999996,-73.94686,4.9
40.764431,-73.964483,40.779852000000005,-73.956576,6.0
40.772705,-73.98214,40.774325,-73.988691,5.0
40.736318,-73.844904,40.736318,-73.844904,12.0
40.753748,-73.98265,40.741921999999995,-74.00793,13.5
40.756385803222656,-73.97330474853516,40.77430725097656,-73.87244415283203,33.83
40.760501,-73.991729,40.767619,-73.861246,25.7
40.739535,-73.99212800000001,40.768797,-73.95814,13.7
40.719963,-73.997265,40.754212,-73.994268,10.5
40.766331,-73.95387099999999,40.774757,-73.96246500000001,5.7
40.736177000000005,-73.993372,40.75786,-73.978277,9.0
40.782635,-73.98071,40.719425,-74.00204000000001,22.5
40.769887,-73.954463,40.77936,-73.96162700000001,7.5
40.724066,-73.992131,40.762877,-73.98057,14.1
40.759308000000004,-73.97210799999999,40.761322,-73.999263,9.3
40.757343,-73.99036600000001,40.760604,-73.985373,4.0
40.725887,-73.99223,40.735277,-73.993782,5.5
40.74727,-73.975782,40.762933000000004,-73.96611,9.3
40.743547,-73.999627,40.756862,-73.98926999999999,7.3
40.770843,-73.988446,40.777708000000004,-73.985985,4.5
40.772705,-73.98206,40.771777,-73.956213,13.0
40.767587,-73.966422,40.75827,-73.973363,5.7
40.749044,-74.005382,40.761185,-73.99412,8.0
40.70290756225585,-74.0115966796875,40.763145446777344,-73.97222900390625,20.5
40.7372,-73.9927,40.7624,-73.9683,9.3
40.73118,-73.990387,40.70805,-74.0021,8.5
40.740232,-73.990138,40.718407,-73.99523,8.1
40.74487,-73.98061700000001,40.749577,-73.98711,5.0
40.755538,-73.99201,40.755995,-73.99795999999999,5.3
40.722913,-73.988323,40.729572,-74.002315,5.3
40.771032,-73.982628,40.748062,-73.984127,6.9
40.782579999999996,-73.948403,40.787675,-73.968905,8.5
40.756147,-73.975256,40.775509,-73.960543,6.5
40.733577000000004,-74.00324,40.723341999999995,-73.94855,29.0
40.766717,-73.978553,40.711052,-74.016195,21.0
40.780107,-73.94704300000001,40.751587,-73.989034,14.5
40.769003000000005,-73.982762,40.774533,-73.87262,32.9
40.782962,-73.97829200000001,40.806684000000004,-73.961085,6.1
40.777477000000005,-73.985802,40.754369,-73.987414,13.0
40.751005,-73.9942,40.759188,-73.97559,15.0
40.759128999999994,-73.968848,40.765747,-73.976118,4.9
40.760252,-73.981872,40.740567,-74.00223199999999,8.9
40.736777000000004,-73.993127,40.720116,-74.010699,8.1
40.75505,-73.986575,40.765857000000004,-73.980971,6.0
40.643705,-73.79025,40.734542,-74.00227,57.33
40.793455,-73.974292,40.778271999999994,-73.978205,8.0
40.780397,-73.959937,40.798193,-73.974948,8.5
40.758179999999996,-73.976061,40.78255,-73.948436,8.9
40.769925,-73.96500999999999,40.778048,-73.968125,10.5
40.720153,-74.010347,40.769032,-73.99492,10.1
40.761851,-73.983851,40.643785,-73.783129,49.8
40.74961853027344,-73.98371124267578,40.74286651611328,-73.99261474609375,5.0
40.76677322387695,-73.9576187133789,40.77876663208008,-73.95582580566406,6.0
40.756485,-73.99771,40.721337,-73.98751800000001,13.3
40.76491165161133,-73.9783477783203,40.76810836791992,-73.98352813720702,7.0
40.73322,-73.99973299999999,40.759156,-73.985659,10.5
40.761517,-73.978817,40.642677,-73.78925500000001,56.8
40.748432,-73.984045,40.722695,-74.00975799999999,14.5
40.725823,-74.005448,40.725048,-74.005942,11.3
40.751642,-73.970799,40.748303,-73.980333,6.5
40.731902000000005,-73.99171,40.745213,-73.97907,5.7
40.716362,-73.961407,40.694846999999996,-73.994242,13.0
40.755140000000004,-73.968087,40.823312,-73.95262199999999,22.0
40.744531,-73.980992,40.778086,-73.94847800000001,18.5
40.776963,-73.957312,40.751271,-73.990408,14.1
40.782491,-73.952804,40.774978000000004,-73.961038,4.5
40.774095,-73.874483,40.711603000000004,-73.967098,24.0
40.726656,-73.979952,40.813041,-73.951914,25.7
40.741128,-73.998082,40.739391999999995,-73.993909,3.3
40.779059000000004,-73.954353,40.755313,-73.985525,8.5
40.732796,-74.003192,40.719227000000004,-73.999881,5.3
40.742135,-73.982442,40.738278,-73.99249499999999,4.5
40.733377000000004,-73.987127,40.74125,-73.98135500000001,3.7
40.775044,-73.976809,40.762807,-73.96797600000001,8.1
40.716322,-74.00461,40.658428,-74.003732,16.1
40.781009000000005,-73.97974599999999,40.738271999999995,-73.980523,12.9
40.726380999999996,-73.989393,40.714365,-73.997417,8.1
40.781995,-73.957788,40.764742,-73.96262,9.5
40.702737,-73.94414499999999,40.778459999999995,-73.913985,23.5
0.0,0.0,40.726684999999996,-74.005433,2.5
40.768716999999995,-73.95822,40.739968,-73.98931400000001,11.0
40.761632,-73.984847,40.754548,-73.965846,6.1
40.773787,-73.87093,40.755425,-73.966003,28.0
40.751162,-73.99276,40.752827,-73.98098,10.0
40.737871999999996,-73.987997,40.757525,-73.98858299999999,10.1
40.739743,-73.982377,40.758598,-73.959688,7.7
40.760884999999995,-73.976248,40.750376,-73.991236,8.0
40.766765,-73.95343199999999,40.7649,-73.968447,6.1
40.751527,-73.98646,40.787725,-73.95373199999999,20.5
